departamento,codigo_departamento,municipio,codigo_municipio,poblacion,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/20,12/2/20,12/3/20,12/4/20,12/5/20,12/6/20,12/7/20,12/8/20,12/9/20,12/10/20,12/11/20,12/12/20,12/13/20,12/14/20,12/15/20,12/16/20,12/17/20,12/18/20,12/19/20,12/20/20,12/21/20,12/22/20,12/23/20,12/24/20,12/25/20,12/26/20,12/27/20,12/28/20,12/29/20,12/30/20,12/31/20,1/1/21,1/2/21,1/3/21,1/4/21,1/5/21,1/6/21,1/7/21,1/8/21,1/9/21,1/10/21,1/11/21,1/12/21,1/13/21,1/14/21,1/15/21,1/16/21,1/17/21,1/18/21,1/19/21,1/20/21,1/21/21,1/22/21,1/23/21,1/24/21,1/25/21,1/26/21,1/27/21,1/28/21,1/29/21,1/30/21,1/31/21,2/1/21,2/2/21,2/3/21,2/4/21,2/5/21,2/6/21,2/7/21,2/8/21,2/9/21,2/10/21,2/11/21,2/12/21,2/13/21,2/14/21,2/15/21,2/16/21,2/17/21,2/18/21,2/19/21,2/20/21,2/21/21,2/22/21,2/23/21,2/24/21,2/25/21,2/26/21,2/27/21,2/28/21,3/1/21,3/2/21,3/3/21,3/4/21,3/5/21,3/6/21,3/7/21,3/8/21,3/9/21,3/10/21,3/11/21,3/12/21,3/13/21,3/14/21,3/15/21,3/16/21,3/17/21,3/18/21,3/19/21,3/20/21,3/21/21,3/22/21,3/23/21,3/24/21,3/25/21,3/26/21,3/27/21,3/28/21,3/29/21,3/30/21,3/31/21,4/1/21,4/2/21,4/3/21,4/4/21,4/5/21,4/6/21,4/7/21,4/8/21,4/9/21,4/10/21,4/11/21,4/12/21,4/13/21,4/14/21,4/15/21,4/16/21,4/17/21,4/18/21,4/19/21,4/20/21,4/21/21,4/22/21,4/23/21,4/24/21,4/25/21,4/26/21,4/27/21,4/28/21,4/29/21,4/30/21,5/1/21,5/2/21,5/3/21,5/4/21,5/5/21,5/6/21,5/7/21,5/8/21,5/9/21,5/10/21,5/11/21,5/12/21,5/13/21,5/14/21,5/15/21,5/16/21,5/17/21,5/18/21,5/19/21,5/20/21,5/21/21,5/22/21,5/23/21,5/23/21,5/24/21
HUEHUETENANGO,13,todos,13,1170669,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.214285714,0.357142857,0.357142857,0.357142857,0.357142857,0.357142857,0.357142857,0.285714286,0.5,0.5,0.5,0.5,0.5,0.5,0.428571429,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.357142857,0.428571429,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.428571429,0.428571429,0.5,0.5,0.571428571,0.571428571,0.571428571,0.571428571,0.571428571,0.5,0.642857143,0.857142857,1.071428571,1.142857143,1,1,1.071428571,1.285714286,1.428571429,1.785714286,1.785714286,1.857142857,2.428571429,2.428571429,2.428571429,2.214285714,2.142857143,2.071428571,2.214285714,2.357142857,2.285714286,2.142857143,2.071428571,2,2.071428571,2.071428571,2.642857143,2.857142857,2.714285714,2.857142857,2.857142857,3,3.071428571,3.357142857,3.357142857,3.357142857,3.285714286,3.357142857,3.428571429,3.642857143,2.714285714,2.714285714,3.142857143,3.142857143,3.285714286,3.5,3.285714286,3.357142857,3.785714286,4,4.285714286,4.285714286,4.571428571,4.857142857,5,5.357142857,6.071428571,7,7.571428571,8.214285714,8.928571429,9.285714286,9.285714286,9.714285714,9.857142857,10.07142857,10.07142857,9.714285714,10.28571429,10.5,9.785714286,10,10.07142857,9.928571429,9.857142857,10.28571429,11.07142857,11.28571429,12.07142857,12.07142857,12.42857143,12.92857143,13.71428571,13.57142857,13.78571429,13.35714286,13.42857143,13.5,13.57142857,13.35714286,13,12.92857143,12.85714286,13.64285714,13.57142857,13.35714286,12.42857143,12.71428571,12.85714286,12.78571429,12.78571429,12.5,12.35714286,12.21428571,12.07142857,12.07142857,11.57142857,11.28571429,11.71428571,11.92857143,12.14285714,12.64285714,12.42857143,12.78571429,12.92857143,13.28571429,13.92857143,14.07142857,14.85714286,16.57142857,19.28571429,19.85714286,20.07142857,21.42857143,21.07142857,21.07142857,21.35714286,21.64285714,22.28571429,22.14285714,21.64285714,21.71428571,21.07142857,19.71428571,17.71428571,17.5,17,16.35714286,17.5,17.42857143,17.28571429,17.64285714,16.92857143,18.28571429,18.64285714,18.71428571,18.28571429,17.92857143,18.14285714,18.07142857,18.14285714,17.85714286,17.71428571,18.21428571,18.64285714,17.85714286,17.5,16.21428571,16.42857143,16.5,16.71428571,17.28571429,16.57142857,16.14285714,16,16.14285714,15.57142857,14.35714286,13.71428571,13.21428571,13,13.21428571,12.71428571,12.35714286,13.5,13.07142857,13.07142857,13.07142857,13.07142857,12.71428571,12.21428571,12.07142857,12.14285714,12.35714286,13.71428571,13.21428571,12.92857143,12.85714286,11.64285714,12,11.42857143,10.85714286,11.5,11.35714286,11.42857143,12.14285714,12.35714286,12.21428571,10.64285714,10.64285714,10.71428571,10.28571429,10.14285714,9.571428571,10.21428571,10.5,9.714285714,9.928571429,9.857142857,9.714285714,9.928571429,9.928571429,10.85714286,10.92857143,12.07142857,12.28571429,12.21428571,12.14285714,12.07142857,12.14285714,12.71428571,12.57142857,13.28571429,12.5,12.07142857,12.21428571,11.85714286,11.85714286,11.07142857,11.85714286,12.5,13.21428571,13.42857143,14.14285714,14.28571429,14.78571429,14.71428571,16.07142857,16.78571429,17.57142857,18.35714286,18.78571429,18.64285714,18.85714286,18.92857143,19.07142857,19.14285714,19.14285714,19,18.28571429,20.07142857,20.07142857,20,19.71428571,19.21428571,19.07142857,19,18.71428571,18.64285714,17.64285714,16.85714286,16.85714286,17,17.21428571,15.64285714,15.21428571,15.64285714,15.78571429,16,15.85714286,16.71428571,17.28571429,17.42857143,18.28571429,18.42857143,18.07142857,19.85714286,19.71428571,20.07142857,20.28571429,19.85714286,19.78571429,20.5,20.92857143,21.35714286,21.5,21.92857143,21.64285714,22.21428571,22.28571429,20.14285714,20.28571429,19.5,19.5,21.14285714,21.71428571,21.35714286,21.14285714,21.35714286,22.64285714,22.57142857,22.92857143,24.5,26.21428571,27.92857143,28.85714286,30.42857143,30.64285714,29.5,30.92857143,30.64285714,30.85714286,30.42857143,28.14285714,28.07142857,29.07142857,29.85714286,29.92857143,29.71428571,30.35714286,31.07142857,30.92857143,31.07142857,29.92857143,30.85714286,33.5,34.35714286,37.07142857,38.21428571,38,36.85714286,36.21428571,35.92857143,35.71428571,34.64285714,36.57142857,36.21428571,36.21428571,35.28571429,32.64285714,32.64285714,30.5,29.85714286,29.85714286,29.14285714,28.42857143,29,28.21428571,28.14285714,26.07142857,26.28571429,25.14285714,25.35714286,26.14285714,25.28571429,26.07142857,25.64285714,25.35714286,25,25.07142857,24.42857143,24.71428571,24.21428571,23.57142857,22.57142857,23,22.42857143,20.71428571,19,16.5,14.92857143
SACATEPEQUEZ,3,todos,3,330469,0.142857143,0.142857143,0.142857143,0.071428571,0.071428571,0.071428571,0.071428571,0,0,0,0,0,0,0,0,0.071428571,0.071428571,0.071428571,0.071428571,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.071428571,0.071428571,0.071428571,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0,0.214285714,0.357142857,0.357142857,0.357142857,0.357142857,0.5,0.714285714,0.714285714,0.785714286,1,1.214285714,1.214285714,1.357142857,1.571428571,1.357142857,1.571428571,1.714285714,2.071428571,2.714285714,2.928571429,3.142857143,3.857142857,4.214285714,4.857142857,5,5.642857143,6.071428571,6.857142857,8,8.5,8.928571429,8.642857143,8.428571429,9.214285714,9.857142857,9.571428571,10.28571429,12.14285714,12.92857143,14.28571429,15.07142857,16.07142857,16.42857143,17.28571429,18.57142857,20.71428571,22.14285714,24.71428571,26.35714286,28.5,29.5,29.14285714,30.35714286,29.64285714,30.85714286,32.21428571,34.78571429,35.28571429,36.71428571,36.92857143,38.64285714,38.07142857,38.64285714,37.85714286,38.42857143,39.92857143,40.07142857,41,41.85714286,42.35714286,40.35714286,40.71428571,40.78571429,41,39.85714286,40.21428571,39.14285714,39.92857143,39.85714286,39,39.42857143,38.78571429,38.42857143,36.71428571,36.07142857,35.78571429,34.92857143,34.35714286,33.92857143,32.64285714,32.28571429,31.42857143,29.71428571,29.07142857,28.14285714,27.64285714,27,26,25.57142857,24.85714286,23.85714286,23,22.28571429,21.78571429,21.07142857,20.5,20.57142857,19.14285714,18.71428571,18.64285714,18,18.21428571,18.5,18.35714286,17.92857143,18.42857143,18.64285714,18.78571429,18.92857143,19.21428571,19.71428571,20,19.57142857,20.07142857,19.28571429,19.64285714,19.57142857,19.5,19.57142857,19.28571429,18.71428571,18.57142857,18.5,18.42857143,18.21428571,18.14285714,17.71428571,18.35714286,18.64285714,18.35714286,18.07142857,17.64285714,17.64285714,17.57142857,18.14285714,18.14285714,17.71428571,17.14285714,16.14285714,15.57142857,15.92857143,14.92857143,15.28571429,14.92857143,15.35714286,16,16.07142857,15.92857143,15.14285714,15,15.5,15.57142857,16.42857143,16.57142857,16.71428571,16.35714286,15.92857143,16.42857143,15.85714286,15.28571429,14.85714286,14.92857143,14.78571429,14.35714286,13.78571429,13.85714286,13.57142857,13.64285714,12.92857143,12.71428571,12.5,11.64285714,11.14285714,11,11.07142857,10.21428571,10.28571429,10.21428571,10.14285714,9.785714286,9.428571429,9.428571429,9.785714286,10.42857143,10.85714286,12.07142857,13.21428571,13.78571429,13.92857143,14.92857143,16.07142857,16.57142857,17,18,19.57142857,20.5,20.64285714,21.57142857,21.64285714,21.14285714,21.35714286,22.35714286,23.28571429,24.07142857,23.57142857,24,25,24.5,24,23.64285714,24,22.78571429,22.92857143,23.21428571,23.42857143,22.14285714,21.92857143,21.14285714,21.35714286,21.28571429,22.57142857,23.35714286,22.78571429,23.07142857,23.85714286,23.92857143,23.21428571,22.57142857,22.21428571,22.78571429,22.85714286,23,22.92857143,23.5,20.71428571,20.14285714,20.14285714,21.07142857,20.35714286,20.71428571,23.21428571,24.21428571,24.42857143,23.71428571,23.57142857,22.78571429,23.07142857,22.64285714,23.14285714,22.85714286,22.92857143,21.71428571,22,21.78571429,20.28571429,19.92857143,20.71428571,20.42857143,19.92857143,20.92857143,20.57142857,20.42857143,20.92857143,21.21428571,21.42857143,21.28571429,20.28571429,19.92857143,19.64285714,19.57142857,18.07142857,17.92857143,18,16.92857143,16.42857143,15.78571429,15.21428571,14.64285714,14.42857143,14.64285714,14.42857143,14.42857143,14,12.78571429,12.35714286,12.71428571,11.92857143,11.92857143,12.21428571,11.92857143,12.07142857,12.14285714,11.85714286,11,11,11.35714286,11.28571429,11.71428571,11.92857143,11.92857143,12.35714286,12.28571429,12.14285714,12.35714286,12.21428571,13.07142857,13.85714286,13.85714286,14.14285714,13.92857143,14.85714286,14.78571429,15.57142857,16.42857143,17.21428571,18.14285714,17.92857143,19.28571429,20.57142857,21,21.07142857,22.35714286,22.35714286,22.92857143,22.14285714,22.57142857,22.07142857,22.21428571,22.28571429,22.21428571,24.35714286,24.78571429,24.78571429,26.07142857,27.5,28.57142857,30.35714286,30.35714286,32.5,34.5,36.14285714,37.21428571,37.07142857,37.92857143,37.5,37,36.92857143,35.42857143,34.5,33,32.07142857,32.64285714,31.85714286,30.92857143,29.71428571,28.28571429,28.28571429,29,28,27.07142857,26.71428571,27.21428571,26.85714286,27.42857143,27.14285714,27.64285714,27.85714286,28.21428571,28.42857143,29.5,29.71428571,29.71428571,31,34.21428571,34.78571429,35.21428571,35.07142857,33.57142857,33.07142857,31.21428571,28.85714286,26.21428571
GUATEMALA,1,todos,1,3015081,0.214285714,0.285714286,0.285714286,0.428571429,0.428571429,0.571428571,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.428571429,0.571428571,0.428571429,0.571428571,0.785714286,0.857142857,0.785714286,0.785714286,0.785714286,0.785714286,0.714285714,0.714285714,0.642857143,0.642857143,0.571428571,0.428571429,0.428571429,0.285714286,0.142857143,0.214285714,0.285714286,0.357142857,0.428571429,0.5,0.5,0.642857143,0.714285714,0.714285714,0.928571429,1,1.071428571,1.285714286,1.357142857,1.571428571,1.857142857,2,2.428571429,2.857142857,3,3.642857143,4.214285714,4.571428571,5.142857143,6.357142857,7.571428571,8.071428571,10,12.14285714,13.35714286,14.85714286,17.07142857,19.64285714,22.35714286,23.42857143,27,30.21428571,33.92857143,37.28571429,41.28571429,46.35714286,49.07142857,51.42857143,54.42857143,59,66.92857143,72.42857143,86.85714286,101.9285714,117.5,119.6428571,120.7857143,138.6428571,149.5714286,154.5,166.5714286,176.7142857,179.7857143,178.5714286,180.5714286,184.5714286,179.5714286,179.7857143,181.7857143,198.3571429,206.5,201.4285714,203.9285714,219.2857143,218.5714286,225.7142857,234.5,246.7857143,267,280.5714286,292.1428571,297.5,302.3571429,314.7857143,317.9285714,333.5714286,349.6428571,349.9285714,364.4285714,380.1428571,397,399.0714286,391.0714286,398.0714286,411.1428571,416.2142857,419.0714286,407.2857143,408.8571429,402,388.0714286,381.6428571,373.6428571,367.4285714,359.9285714,354.2857143,354.6428571,343.3571429,328.6428571,320.1428571,310.7142857,310.8571429,309.2142857,310.3571429,310.4285714,307.7142857,300.1428571,285.2857143,273.8571429,270.9285714,262,255.4285714,245.0714286,239.2142857,233.7142857,226.4285714,221.8571429,208.2142857,199.1428571,191.5,186.2857143,179.4285714,175.1428571,171.7142857,168.9285714,163.2857143,159.5714286,154.0714286,150.2142857,143.2857143,138.8571429,134.4285714,130.6428571,128.5714286,129.0714286,127,125.2857143,125.1428571,119.5714286,118.7857143,117.4285714,116.9285714,113,111.2857143,110.2857143,109.0714286,110.3571429,110.3571429,107.2142857,108.7142857,107.3571429,107.4285714,107,105.6428571,105.1428571,106.6428571,108.7142857,108.3571429,107.3571429,108.1428571,106.6428571,107.3571429,108.2142857,107.5,108,107.7857143,110.7857143,109.7142857,110.9285714,108.5714286,106.6428571,106,106.7142857,104,101.5714286,99.71428571,100.8571429,99.92857143,99.5,97.5,95.07142857,94.5,95.28571429,95.14285714,96,98.57142857,97.57142857,99.64285714,100.3571429,99.92857143,98.92857143,98.92857143,97.35714286,98.57142857,99.71428571,102.2857143,101.7142857,104.2857143,105.5,103.0714286,104.7857143,106,108.1428571,110,108.6428571,109.3571429,109.5714286,111.8571429,112.5714286,112.7857143,112.5,111.9285714,112.2857143,115.4285714,117.0714286,118.2142857,121.0714286,121.5714286,123.5714286,124.7857143,127.8571429,128.5,129.2142857,127.7857143,128,127.6428571,129.8571429,128.3571429,128.5714286,129.5714286,128.8571429,129.4285714,130,129.8571429,130.2857143,130.0714286,132.2142857,141.7857143,145.1428571,146.8571429,147.0714286,151.2857143,151.5714286,151.4285714,152.9285714,154.5714286,157.7857143,161.2857143,164.3571429,166.0714286,167.2857143,167.9285714,172.6428571,174.4285714,174.5714286,177.5,183.6428571,187,189.1428571,191.2857143,194.1428571,192.5714286,197.0714286,200.9285714,204.5,201.4285714,203.6428571,209.4285714,220.6428571,229.4285714,233.7142857,244.8571429,254.7142857,263.9285714,266.7857143,275,274.5714286,280.3571429,280.5,282.0714286,280.8571429,277.2857143,273.3571429,262.2857143,255,246.1428571,234,227.1428571,219.4285714,211.2857143,207.2142857,198.9285714,195.3571429,192.6428571,186.7142857,182.1428571,174.8571429,171.8571429,166.8571429,167.3571429,168.0714286,165.2142857,165.0714286,164.0714286,161.7857143,159.6428571,156.6428571,151.0714286,150.5,147.9285714,145.3571429,143.9285714,145.0714286,138.2142857,133.4285714,129,124.0714286,121.9285714,119.7142857,115.7857143,114,114.1428571,109.6428571,109.7142857,107.0714286,105.2857143,106.7142857,108.1428571,109.7142857,109.5,111.7142857,113.4285714,116.6428571,120.0714286,122.9285714,124.2857143,129.0714286,132.8571429,138.8571429,146.3571429,145.9285714,148.0714286,151.5714286,156.5714286,161.5,164.5,169.8571429,173.7857143,178.2857143,183.2142857,184.7142857,185.2857143,183.5,180.0714286,180.2142857,180.5714286,179.1428571,177.3571429,181.2142857,181.0714286,180.6428571,188.7142857,199.2857143,206.8571429,218.0714286,225.2142857,231.8571429,243.6428571,251.8571429,264.6428571,271.6428571,279.7142857,279.5714286,283.7142857,285.5714286,281.6428571,278,277.5,270.7142857,268.2857143,267.2142857,261.5714286,259,253.0714286,247.7857143,243.4285714,237.3571429,232.7857143,231.2142857,225.9285714,216.7857143,209.3571429,207.2857143,202.6428571,197.3571429,193.1428571,190.6428571,190.0714286,190.7857143,189.2142857,191.7857143,193.5,194,193.9285714,196.0714286,196.5,191.2142857,188.9285714,184.3571429,177.8571429,168,149.9285714,137.4285714
QUETZALTENANGO,9,todos,9,799101,0,0.071428571,0.071428571,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.071428571,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0,0,0,0,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.214285714,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.285714286,0.642857143,0.642857143,0.714285714,0.642857143,0.785714286,0.785714286,1.214285714,1.285714286,1.214285714,1.357142857,1.428571429,1.5,1.857142857,2,1.928571429,2.285714286,2.857142857,2.857142857,3,3,2.571428571,2.571428571,2.571428571,2.5,2.5,2.5,2.714285714,2.928571429,3.214285714,3.214285714,2.785714286,3.214285714,3.285714286,3.571428571,3.642857143,4.142857143,4.357142857,4.785714286,5.357142857,6,6.071428571,6.357142857,7.214285714,7.857142857,8.285714286,9,10.35714286,11.21428571,12.42857143,13.57142857,15.07142857,16,16.92857143,17.64285714,18.92857143,19.85714286,21.07142857,22.21428571,24.71428571,25.78571429,26.14285714,27.14285714,27.92857143,28.28571429,28.85714286,29.71428571,30.71428571,32.14285714,32.85714286,33.35714286,34.35714286,34.35714286,32.78571429,33.14285714,34.14285714,34.85714286,35.21428571,36.21428571,36.57142857,36.35714286,36.21428571,35.92857143,37,36.64285714,36.07142857,35.71428571,36.35714286,36.64285714,35.92857143,35.71428571,35.21428571,34.57142857,34.21428571,33.92857143,33.85714286,33.71428571,32.5,32.21428571,32.78571429,33.57142857,32.92857143,32.42857143,32.14285714,31.5,31.64285714,30.64285714,30.85714286,31.07142857,30.21428571,29.78571429,28.92857143,28.92857143,27,26.5,27.21428571,27.07142857,26.57142857,25.64285714,24.57142857,24.5,23.14285714,22.07142857,21.92857143,20.92857143,20.35714286,20,19.21428571,18.35714286,16.64285714,15.71428571,15.64285714,15.71428571,15.57142857,14.92857143,14.57142857,14.07142857,13,12.5,12.28571429,11.92857143,12.21428571,11.78571429,12.28571429,12.42857143,11.71428571,11.14285714,10.57142857,10.5,10.28571429,10.64285714,11.42857143,11.71428571,12.35714286,12.57142857,12.21428571,12,11.85714286,11.14285714,11.14285714,11.35714286,11.64285714,12.14285714,11.64285714,11.21428571,10.71428571,10.57142857,9.571428571,9.5,9.571428571,10.07142857,9.785714286,9.357142857,9.285714286,9.071428571,9.642857143,9.357142857,10,10.5,10.78571429,10.78571429,10.85714286,11.21428571,11.28571429,11.42857143,11.5,12,11.71428571,11.71428571,11.78571429,11.42857143,11.14285714,10.71428571,10.92857143,10.92857143,10.71428571,10.21428571,9.785714286,8.928571429,9,8.5,8.428571429,8.357142857,7.928571429,8.285714286,8.428571429,8.642857143,8.857142857,9,9.142857143,9.071428571,9.571428571,9.5,9.142857143,9.357142857,9.642857143,9.785714286,10,9.571428571,9.571428571,9.785714286,8.785714286,8.357142857,8.357142857,8.5,7.928571429,8.285714286,8.642857143,9,8.714285714,8.928571429,8.714285714,9.071428571,9.214285714,8.928571429,9.785714286,10.85714286,10.92857143,11.21428571,12.28571429,12.64285714,12.85714286,12.85714286,13.35714286,13.78571429,13.92857143,13.92857143,14,14.07142857,13.35714286,13.21428571,13,12.28571429,11.28571429,10.42857143,10.5,10.07142857,9.785714286,9.071428571,8.642857143,8.5,8.285714286,8,7.928571429,7.071428571,7.428571429,7.642857143,7.928571429,8.642857143,8.214285714,8.714285714,8.642857143,8.571428571,8.571428571,9,9.071428571,9.642857143,9.785714286,9.714285714,9.357142857,9.214285714,8.785714286,8.285714286,7.928571429,7.071428571,7.571428571,7.928571429,8.071428571,8.5,8.928571429,8.357142857,8.642857143,8.785714286,9.071428571,9.642857143,11.21428571,12,12.71428571,13.57142857,14,14.14285714,14.64285714,14.42857143,14.42857143,14.92857143,15.28571429,15.57142857,15.57142857,15.35714286,16.28571429,16.07142857,16.07142857,16.07142857,16.28571429,17,17.64285714,18.07142857,18.42857143,18.5,19.42857143,19.92857143,20,19.64285714,18,18.64285714,19.57142857,20.14285714,20.21428571,20.78571429,21,21.85714286,23,23.85714286,24.42857143,26.14285714,27.35714286,27.85714286,30,29.85714286,30.64285714,31.21428571,30.64285714,30.5,30.21428571,29.14285714,29.14285714,28.21428571,26.85714286,25,23.78571429,24.07142857,21.71428571,21.57142857,19.71428571,18.92857143,19.35714286,18.71428571,18.07142857,17.5,15.57142857,15.78571429,15.42857143,15.78571429,15.85714286,15.5,15.64285714,14.57142857,14,13.64285714,12.92857143,12.57142857,11.78571429,11.92857143,11.71428571,10.85714286,10.78571429,9.571428571,9.071428571,8.357142857,7.142857143,6.928571429
